dte,short_delta,long_delta,stop_loss,vix_min,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct
35,0.2,0.18,0.9,10,10000,10397.27512534684,397.27512534683956,3.9727512534683957,2.652593984800178,0.20954676098819033,0.25516786045492346,-54.39817231998326,0.04991741042098218,38.09502736486391,40,32,8,80.0,457.1683346113599,-1698.2111121015118,881.7273745700312,-4651.720508765886,1.076823326272128,17.25,10,17,58.82352941176471,14.867330961917414,-18.990499799507088,0.7814194262684553
35,0.2,0.18,0.9,20,10000,12024.866216262973,2024.8662162629735,20.248662162629735,13.191529981806305,0.47501558257987236,0.4961619806658642,-35.083065612665884,0.3779829765819533,35.122719774599105,25,19,6,76.0,432.7171629669286,-984.934777077863,698.5004081102262,-2915.215052898891,1.3912302093010724,15.8,12,17,70.58823529411765,12.784534755724053,-18.649967294578317,1.3440879368126684
35,0.24,0.1,0.5,10,10000,12114.858900551431,2114.8589005514314,21.148589005514314,13.760092930521273,0.5124745834706697,0.590496260106468,-40.82423424820297,0.3373004379878018,30.49090439449985,61,51,10,83.60655737704919,278.74855770001375,-1169.8923096119124,844.9058874014937,-3142.1494692630927,1.2151696635578897,14.754098360655737,10,17,58.82352941176471,15.20729331869546,-15.935141338226034,1.591412244965075
35,0.24,0.1,0.5,20,10000,10950.308962880652,950.308962880652,9.50308962880652,6.290517771863113,0.29345388972752956,0.281796278194922,-29.799716301309864,0.21140484214905245,23.771579749757134,34,28,6,82.35294117647058,241.77433082803964,-938.5291795482335,482.52975046202573,-1857.4105207658274,1.2021791491597054,13.705882352941176,10,17,58.82352941176471,10.46403478068305,-15.304061911795719,0.7700405061440377
35,0.24,0.1,0.9,10,10000,11337.983119753933,1337.9831197539334,13.379831197539332,8.80480167542963,0.36319135509391526,0.42041290119002733,-48.338984234673234,0.18234367220577544,32.36174889515034,59,49,10,83.05084745762711,280.5677245524106,-1227.2776651449863,844.9058874014937,-3339.3469438602137,1.1201881117460084,15.23728813559322,10,17,58.82352941176471,15.20729331869546,-17.915806626219442,1.2309909865031008
35,0.24,0.1,0.9,20,10000,11733.697022927041,1733.697022927041,17.33697022927041,11.342311379794312,0.4649997952167627,0.4644210924684837,-29.404988280788547,0.386058283477406,26.4364097667461,34,28,6,82.35294117647058,237.91056279328274,-811.8900005700915,482.52975046202573,-1779.9497318622546,1.3674873348061025,14.529411764705882,10,17,58.82352941176471,10.46403478068305,-12.50532139796815,1.1343728104134683
35,0.24,0.14,0.5,10,10000,13996.837917552408,3996.837917552408,39.96837917552408,25.35224469920523,0.7800158444954616,0.9330637262018605,-40.09429200063319,0.6328619296886614,33.97633905916441,68,56,12,82.35294117647058,335.034509408901,-1187.6545405817858,727.4070746136025,-3044.691019910156,1.3164555212121216,15.426470588235293,11,17,64.70588235294117,15.999326302886052,-16.041349048554533,2.577187008678738
35,0.24,0.14,0.5,20,10000,10395.047952203715,395.0479522037149,3.9504795220371487,2.6378168952876146,0.17217949276450156,0.16762405954751727,-39.43501846811389,0.06734505971124247,29.932839417668877,32,25,7,78.125,382.76678650439504,-1263.3730598400832,605.8814069613104,-2538.6870873347643,1.082043207165375,13.71875,9,17,52.94117647058824,13.946078770526249,-14.39858335071994,0.5331226597595817
35,0.24,0.14,0.9,10,10000,13982.668795457066,3982.668795457066,39.82668795457066,25.26695697522856,0.7582417613793592,0.9447088934277116,-42.325488131551644,0.5974850968696144,35.596750112243505,74,59,15,79.72972972972973,288.76770445981714,-859.938986794783,663.893643554901,-1848.4648384640934,1.3208142147100965,16.364864864864863,11,17,64.70588235294117,15.999326302886052,-17.761313256316047,2.53619314376572
35,0.24,0.14,0.9,20,10000,11547.373990695587,1547.373990695587,15.473739906955872,10.151072923818095,0.405871819773172,0.4052128586164883,-34.975889807721636,0.2907809568071555,30.771050549660544,26,21,5,80.76923076923077,407.2656524569565,-1426.5679551223818,605.8814069613104,-2645.6726819063197,1.1990425932233115,15.73076923076923,10,17,58.82352941176471,13.946078770526249,-16.992210099666206,1.1693904155567716
35,0.24,0.18,0.5,10,10000,13536.376005139184,3536.3760051391837,35.363760051391836,22.5658888664654,0.661877610751442,0.8000593564792687,-47.34291876488487,0.4773263246308172,40.12801916089634,63,51,12,80.95238095238095,421.8220345663138,-1437.405281837883,1071.4994963261183,-3754.285120080466,1.2472081949042313,16.095238095238095,11,17,64.70588235294117,21.522806778921467,-20.510762918155045,2.6896166858391846
35,0.24,0.18,0.5,20,10000,11178.943851622642,1178.943851622642,11.789438516226419,7.776808901390919,0.3345114178950785,0.3371911046544866,-38.90022496367275,0.20064316510586158,31.928116636816917,44,35,9,79.54545454545455,352.6147090797707,-1177.9300552525838,735.4551389450638,-2603.331452177897,1.1641433360871878,13.159090909090908,10,17,58.82352941176471,15.855652315468083,-18.670645464211834,1.20713141735657
35,0.24,0.18,0.9,10,10000,14142.593194282954,4142.593194282954,41.425931942829536,26.227947666223006,0.7280543236169014,0.9247688952684513,-45.857756445538556,0.5726629977565552,40.97914006241526,61,49,12,80.32786885245902,405.4190603831831,-1268.3037170179557,1071.4994963261183,-4417.716180793867,1.305256099953458,17.24590163934426,11,17,64.70588235294117,21.522806778921467,-19.60824112520212,2.882220178046383
35,0.24,0.18,0.9,20,10000,10774.053962776883,774.053962776883,7.740539627768831,5.137776079602019,0.2655533672794227,0.2896428275390151,-41.58450499364574,0.12421308311208425,36.02438959451378,37,30,7,81.08108108108108,324.5714011484203,-1218.040653186725,735.4551389450638,-2881.1594567282846,1.1420146667492586,15.405405405405405,9,17,52.94117647058824,15.855652315468083,-16.44892213413709,0.906860912823176
40,0.2,0.1,0.5,10,10000,11240.978132316704,1240.9781323167044,12.409781323167044,8.178351032880048,0.35203387836811334,0.40319238816997854,-40.77416208872076,0.20104045414328658,27.91530689718604,49,44,5,89.79591836734694,253.50281535894965,-1925.018742824985,539.4358226976505,-3039.9272266557523,1.158858729803845,16.081632653061224,10,17,58.82352941176471,14.124146902888167,-14.759943315236423,1.0853596560499692
40,0.2,0.1,0.5,20,10000,12093.016535834491,2093.016535834491,20.93016535834491,13.622223176065319,0.5784142329472127,0.5608983722998134,-21.843477677857077,0.6245378949330131,23.528376706556482,24,20,4,83.33333333333334,304.95992505911676,-947.7324839989187,453.6794444356516,-1958.5081984975604,1.608892436462401,14.166666666666666,13,17,76.47058823529412,9.682807851473886,-12.349968351214457,1.313605653025443
40,0.2,0.1,0.9,10,10000,12499.806309946593,2499.8063099465926,24.998063099465924,16.176692059635744,0.5932696612217234,0.6993598070328304,-37.707699126384306,0.42954078980172083,29.26974733578666,47,43,4,91.48936170212765,248.38884864248737,-1843.8442062503204,539.4358226976505,-3259.616234737361,1.4481592934236416,17.5531914893617,11,17,64.70588235294117,14.124146902888167,-16.17297902479716,1.708690233376618
40,0.2,0.1,0.9,20,10000,12918.078844938595,2918.0788449385946,29.180788449385947,18.774991927199537,0.7447176511580623,0.7524065431781441,-21.508381605000526,0.8738801993915901,24.577801657437984,23,19,4,82.6086956521739,299.3450368061296,-676.7252677588874,453.6794444356516,-1559.8526492153578,2.1011317185450875,14.956521739130435,13,17,76.47058823529412,9.682807851473886,-12.349968351214457,1.666071697652256
40,0.2,0.14,0.5,10,10000,12031.673988673974,2031.6739886739742,20.316739886739743,13.2345893510462,0.49341702193024617,0.564013540927018,-40.72190222159264,0.3257282893893185,31.28220704312011,76,65,11,85.52631578947368,212.68884113595468,-1019.9769970217596,520.1909010965552,-2364.98045635225,1.2321823936140577,16.80263157894737,10,17,58.82352941176471,14.018338083558612,-15.78485381704654,1.561659854821609
40,0.2,0.14,0.5,20,10000,12417.065386829137,2417.0653868291374,24.170653868291375,15.659349809153799,0.5739295203025246,0.5741769173864195,-27.858842805663475,0.5631846163661047,29.75236707844333,32,27,5,84.375,316.57943794885966,-1132.113801025166,548.8847955541027,-2480.9378710676283,1.5100327929717028,14.8125,11,17,64.70588235294117,13.329335311201994,-16.430915258860956,1.5724138076605676
40,0.2,0.14,0.9,10,10000,12627.069252560868,2627.0692525608683,26.270692525608684,16.970224081798868,0.5761589498759823,0.7043564632057407,-39.749266759861825,0.42770322630716107,33.88169932978963,77,66,11,85.71428571428571,200.38075256561646,-751.5824400281352,476.0034819530339,-1835.7980328716983,1.5996708429599442,17.441558441558442,11,17,64.70588235294117,14.018338083558612,-16.82758584264151,1.8458817125938882
40,0.2,0.14,0.9,20,10000,13159.453634942762,3159.4536349427617,31.594536349427614,20.261839031919273,0.6903737731174892,0.7127041000073714,-28.14354911283224,0.7210663961785835,30.87484868908036,29,24,5,82.75862068965517,327.2009902960114,-904.0668237369764,624.7310513600793,-2131.377805820983,1.7372219753943599,16.137931034482758,11,17,64.70588235294117,13.329335311201994,-15.472000728395086,1.8977558409774087
40,0.2,0.18,0.5,10,10000,11965.51986661448,1965.5198666144806,19.65519866614481,12.815823141835804,0.46722494404641807,0.5360798424072768,-44.734503991066816,0.2880296784630285,34.788594129945125,42,34,8,80.95238095238095,367.1888477644343,-1267.7562174668508,787.9721558165256,-2990.260968226657,1.2309563790718707,18.666666666666668,10,17,58.82352941176471,17.696456897818468,-18.350179363727605,1.675572394744049
40,0.2,0.18,0.5,20,10000,12002.89771944587,2002.8977194458694,20.028977194458694,13.052523997091692,0.48747295632237675,0.4673117342474729,-32.11847520210363,0.40854089214860373,31.540201691613422,23,18,5,78.26086956521739,411.57293363589315,-1035.3527736717424,713.7981390732093,-3527.451683143862,1.431070258144665,18.043478260869566,10,17,58.82352941176471,13.058359561885059,-12.701145427948068,1.3446102723481212
40,0.2,0.18,0.9,10,10000,11282.906898161873,1282.906898161873,12.829068981618729,8.449340429019948,0.35323366554857005,0.4122998687488005,-48.58886716158165,0.17526051461714523,35.86032509168994,41,34,7,82.92682926829268,362.484280923967,-1492.7060093776022,787.9721558165256,-3188.0256993383364,1.1794941032296946,19.097560975609756,10,17,58.82352941176471,17.696456897818468,-19.92572371503758,1.3788174143312721
40,0.2,0.18,0.9,20,10000,12159.129507228146,2159.1295072281464,21.591295072281465,14.039280704515168,0.5141416718966857,0.5030875170448523,-31.695924282192006,0.4451383394351343,31.640112189974857,23,18,5,78.26086956521739,411.6566321249245,-1004.4077306758003,713.7981390732093,-3401.8170489122144,1.4754604433924574,19.08695652173913,10,17,58.82352941176471,13.058359561885059,-12.715933365628839,1.415416501057237
40,0.24,0.1,0.5,10,10000,12159.399232594164,2159.3992325941635,21.593992325941635,14.040980675345448,0.5547825129768352,0.6263431626622207,-35.81312471877222,0.3923406429519135,26.57911790714011,52,44,8,84.61538461538461,269.1866683838973,-1170.451043920476,763.3148355801859,-3142.1494692630927,1.2649197792607776,16.807692307692307,10,17,58.82352941176471,13.20490266387926,-14.484480156821867,1.5152171151309508
40,0.24,0.1,0.5,20,10000,12265.697005070644,2265.697005070644,22.65697005070644,14.709973672225551,0.6328039522706906,0.6150078670496051,-23.104041460502433,0.6371177895393505,22.701874858153076,30,25,5,83.33333333333334,283.29040295963574,-908.6914487973445,525.1657457610575,-1787.5253713710638,1.5587821550129657,14.666666666666666,11,17,64.70588235294117,8.466933886790073,-14.272257225122708,1.4112687183111619
40,0.24,0.1,0.9,10,10000,12931.902328887882,2931.9023288878816,29.319023288878814,18.860387956473556,0.6882324288623173,0.8219292112592613,-35.28605057090438,0.5347941303510648,28.019835784626324,49,43,6,87.75510204081633,272.44344574354136,-1225.937648075477,763.3148355801859,-3339.3469438602137,1.5926677545364336,17.102040816326532,11,17,64.70588235294117,13.20490266387926,-15.34949242507545,1.8647157601350308
40,0.24,0.1,0.9,20,10000,13403.172322243294,3403.172322243294,34.03172322243294,21.75407569488046,0.8253643962218283,0.8302207802331746,-22.916051386956706,0.949758443089496,25.438368304286673,26,22,4,84.61538461538461,304.7593862552213,-812.5688608768053,590.6425419940496,-1513.674037556209,2.062811787538884,15.884615384615385,11,17,64.70588235294117,8.466933886790073,-10.952423390009614,1.8921026469056255
40,0.24,0.14,0.5,10,10000,13287.173583084417,3287.1735830844173,32.87173583084417,21.04496049015627,0.6965189062775512,0.8086930658015324,-37.23213521676196,0.565804618537569,32.150901653124436,54,45,9,83.33333333333334,333.47159055845975,-1250.4015046579607,687.525651243772,-2762.205737398715,1.3334580505390496,17.055555555555557,11,17,64.70588235294117,14.150051046839462,-15.916530751344649,2.133589982894808
40,0.24,0.14,0.5,20,10000,12089.606014725794,2089.606014725794,20.896060147257938,13.600688480339528,0.5196635882589127,0.5349288445843209,-28.083434446025656,0.4850026849115263,28.85072943896112,29,24,5,82.75862068965517,336.185894574317,-1122.1842009866393,605.8814069613104,-2330.032888391717,1.4379923479032601,15.862068965517242,11,17,64.70588235294117,13.599862909503212,-15.593125276102803,1.370703672848886
40,0.24,0.14,0.9,10,10000,12609.584172613717,2609.584172613717,26.09584172613717,16.861354054784083,0.5725981175566159,0.7019309039510997,-42.33259245589428,0.39878910150001545,33.97083023628863,49,42,7,85.71428571428571,345.70848297525475,-1384.474076555228,687.525651243772,-2893.5749491380893,1.49822299527093,17.836734693877553,10,17,58.82352941176471,14.150051046839462,-15.194724232361557,1.8254915661638529
40,0.24,0.14,0.9,20,10000,12677.190982536524,2677.1909825365237,26.771909825365235,17.2820310181524,0.6208403617218582,0.6617801161647634,-27.40419220479548,0.6313824855837866,29.66173024830322,27,22,5,81.48148148148148,336.59901763179255,-926.8345749351671,605.8814069613104,-1800.0956651536676,1.5979503976569789,17.185185185185187,11,17,64.70588235294117,13.599862909503212,-14.775175754028691,1.6378045333926992
40,0.24,0.18,0.5,10,10000,12093.009500770448,2093.0095007704476,20.930095007704477,13.622178757348768,0.4798514289814255,0.5551730321170816,-48.35859457740077,0.2823069340514499,37.03789302642852,70,56,14,80.0,310.2887604491585,-1045.142990366897,906.080364651743,-2755.8033319830975,1.1875456786644352,18.357142857142858,10,17,58.82352941176471,18.2017578041628,-18.49652414219689,1.7713304006501667
40,0.24,0.18,0.5,20,10000,10789.050944427094,789.0509444270938,7.890509444270938,5.236098753774088,0.2603682816346163,0.2699692502087794,-39.5659130070089,0.1330359298166875,32.42021960843432,32,25,7,78.125,392.4420407000744,-1232.6767847296371,735.4551389450638,-2538.2487964419543,1.137020453494943,16.0625,10,17,58.82352941176471,14.021212962926267,-17.632003283485332,0.8216274261063018
40,0.24,0.18,0.9,10,10000,13925.595908576772,3925.5959085767718,39.255959085767714,24.923132558568284,0.720156302471444,0.8902659505586658,-41.779367691828476,0.5973255333934049,38.75027820501425,66,54,12,81.81818181818183,297.31031939900635,-758.995839407305,906.080364651743,-2872.470964268288,1.7627190662076402,19.53030303030303,11,17,64.70588235294117,18.2017578041628,-17.463824767620707,2.564498150922352
40,0.24,0.18,0.9,20,10000,12162.06887635777,2162.068876357769,21.620688763577693,14.05780570255084,0.49531429591244663,0.5347191829561874,-33.36466921326098,0.4222342991529596,35.21480826437643,27,22,5,81.48148148148148,398.48092389374045,-1280.1104959421941,735.4551389450638,-2687.083567801965,1.3696599400522629,18.40740740740741,11,17,64.70588235294117,14.021212962926267,-18.254041460052317,1.522034745984187
